Codigo,Producto,Precio Costo,Precio,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
7501011143265,Sabritas Crujiente Chiles 170g,$0.00,$28.00,$0.00,3,0,Tienda
7501011143258,Sabritas Crujientes Jalapeño 170g,$21.00,$30.00,$0.00,1,0,Sabritas
7501011143739,Sabritas Flamint Hot 45g,$0.00,$10.00,$0.00,0,0,Tienda
7501011159266,Sabritas Fuego Cujientes,$0.00,$30.00,$0.00,0,0,Sabritas
7501011137431,Sabritas Habanero 70g,$0.00,$10.00,$0.00,1,0,Sabritas
7501011101678,Sabritas Limn Chicas,$8.00,$10.00,$0.00,0,0,Sabritas
7501011154650,Sabritas Original 170g,$0.00,$34.50,$0.00,0,0,Sabritas
7501011155602,Sabritas Poffets,$0.00,$7.50,$0.00,3,0,- Sin Departamento -
7501011135086,Sabritas Sal 175g,$20.00,$26.00,$0.00,0,0,Tienda
7501011151086,Sabritones,$0.00,$23.00,$0.00,0,0,Sabritas
7501011131408,Sabritones 175g,$16.50,$21.00,$0.00,2,0,Tienda
7503005405168,Sacate P Bañar,$0.00,$12.00,$0.00,0,0,Farmacia
7501103300224,Sacate Taio,$15.00,$19.50,$19.50,0,0,Tienda
34587090253,Sal Bote120g,$0.00,$6.00,$0.00,11,0,Tienda
34587090468,Sal Chile Limon,$0.00,$14.00,$0.00,16,0,Tienda
7501041941930,Sal De Uvas,$0.00,$3.00,$0.00,N/A,0,Farmacia
34587030013,Sal La Fina  1 Kg,$8.00,$9.50,$8.50,19,0,Tienda
7501000664221,Saladas  18,$8.00,$12.00,$0.00,0,0,Gamesa
SALCHICHA,Salchicha,$45.00,$58.50,$0.00,N/A,0,lacteos y embutidos
7501040009761,Salchicha De Pavo266g,$13.00,$16.00,$0.00,1,0,Tienda
7501040009754,Salchicha Fud Viena266g,$0.00,$16.00,$0.00,0,0,Tienda
27000384954,Salsa Barbecue,$23.00,$30.00,$30.00,0,0,Tienda
738545010016,Salsa Botanera,$0.00,$17.00,$0.00,0,0,Tienda
738545010481,Salsa Botanera 385g,$6.00,$7.50,$7.50,0,0,Tienda
738545010030,Salsa Botanera 525 G,$7.00,$12.00,$12.00,1,0,Tienda
7501017051366,Salsa Catsup La Costeña 220ml,$7.00,$8.00,$0.00,20,0,Tienda
7501023348047,Salsa Chipotle San Marcos,$5.50,$8.00,$8.00,0,0,Tienda
7501017660230,Salsa Habanera 120ml,$0.00,$19.00,$0.00,0,0,Tienda
7501017660025,Salsa Habanera Yucateco,$0.00,$20.00,$0.00,2,0,Tienda
7501001604318,Salsa Inglesa 145 ml,$0.00,$27.00,$0.00,3,0,Tienda
7501001604325,Salsa Inglesa 290ml,$0.00,$40.00,$0.00,1,0,Tienda
738545010511,Salsa La Botanera 379g,$0.00,$9.00,$0.00,0,0,Tienda
7502226812427,Salsa Skwinkles,$3.00,$4.50,$0.00,0,0,Dulces
97339000030,Salsa Valentina 1 Lt,$0.00,$16.00,$0.00,0,0,Tienda
97339000054,Salsa Valentina 370ml,$7.00,$8.50,$8.50,10,0,Tienda
97339000061,Salsa Valentina Muy,$0.00,$9.00,$0.00,18,0,Tienda
7501011160149,Salsabritas Tosti180ml,$5.50,$7.00,$0.00,1,0,Tienda
7506339304824,Salvo,$21.50,$27.00,$0.00,0,0,Detergentes
7501001130664,Salvo 250g,$0.00,$7.00,$0.00,7,0,Detergentes
7501001130657,Salvo 500g,$10.00,$13.00,$13.00,19,0,Detergentes
7501007452876,Salvo De 900Gr,$18.00,$23.00,$23.00,7,0,Tienda
7506309873725,Salvo Liquido 300 ml,$9.50,$12.00,$12.00,2,0,Tienda
7506195197004,Salvo Liquido 900ml,$26.50,$30.00,$29.00,11,0,Detergentes
7506309807843,Salvo Liquido Cuidado,$18.00,$23.50,$23.50,0,0,Tienda
7506309807867,Salvo Liquido Cuidado,$18.00,$23.50,$23.50,0,0,Tienda
7506195196984,Salvo Liquido Limon 300ml,$10.00,$12.00,$13.00,8,0,Tienda
7506309821382,Salvo Ultra 750ml,$0.00,$39.00,$0.00,0,0,Tienda
8802257222134,Sandra Estropajo,$0.00,$10.00,$0.00,1,0,- Sin Departamento -
7500326103346,Sangria 2.5L,$0.00,$21.00,$0.00,0,0,Refresco
7500326103339,Sangria 2l,$0.00,$18.00,$0.00,0,0,Refresco
7500326103360,Sangria 600 Ml,$10.00,$9.00,$0.00,0,0,Refresco
7501505630073,Sangria Cacera 600Ml,$0.00,$9.00,$0.00,0,0,Refresco
658480001262,Sanisimo,$0.00,$17.00,$0.00,0,0,Bimbo
7501007829500,Sardina Calmex 425g,$20.00,$23.00,$0.00,24,0,Tienda
17479831011,Sardina En SDe Tom425g,$18.00,$20.00,$0.00,0,0,Tienda
17479211011,Sardina Yavaros,$18.00,$22.50,$22.50,0,0,Tienda
7506192502603,Savile,$0.00,$12.00,$0.00,0,0,Tienda
7506192503426,Savile 180ml,$0.00,$12.00,$0.00,0,0,Tienda
7506192503433,Savile 24ml,$0.00,$2.50,$0.00,0,0,- Sin Departamento -
7506192502511,Savile Aguacate 370ml,$0.00,$29.00,$0.00,3,0,Tienda
7506192501019,Savile Aguacate 750ml,$0.00,$40.00,$0.00,1,0,Tienda
7506192501040,Savile Almendra  750ml,$0.00,$36.00,$0.00,2,0,Tienda
7506192502542,Savile Almendras 370ml,$0.00,$29.00,$0.00,1,0,Tienda
7506192504423,Savile Argan,$0.00,$2.50,$0.00,0,0,Detergentes
7506192505499,Savile Biotina,$0.00,$40.00,$0.00,0,0,Detergentes
7506192502528,Savile Miel 370ml,$0.00,$29.00,$0.00,3,0,Tienda
7506192501026,Savile Miel 750ml,$32.50,$40.00,$0.00,1,0,Tienda
7506192502535,Savile Rizos 370ml,$0.00,$29.00,$0.00,2,0,Tienda
7506192501033,Savile Rizos 750ml,$0.00,$36.00,$0.00,3,0,Tienda
7506192502634,Savile Sobre,$0.00,$2.50,$0.00,0,0,Tienda
7506192502627,Savile Sobre Miel,$0.00,$2.50,$0.00,0,0,Tienda
7702006912884,Sedal  Liso Perfecto 200ml,$13.50,$17.00,$0.00,0,0,Farmacia
7702006912914,Sedal  Rizos 200ml,$13.50,$17.00,$0.00,1,0,Farmacia
7501056332990,Sedal Brillo Gloss 650ml,$0.00,$48.00,$0.00,2,0,Tienda
7791293003276,Sedal Ceramidas 200ml,$13.50,$17.00,$0.00,0,0,Farmacia
7501056338626,Sedal Reconstrucción,$0.00,$48.00,$0.00,2,0,Tienda
7702006912938,Sedal Rizos 650ml,$0.00,$48.00,$0.00,1,0,Tienda
7702006912167,Sedal S.O.S Caida 650ml,$0.00,$48.00,$0.00,1,0,Tienda
7501055308330,Senzao 600ml,$0.00,$8.00,$0.00,1,0,Tienda
7501007704500,Servilletas Petalo C500,$30.00,$37.00,$37.00,6,0,Tienda
7501007704302,Servilletas Petalo c125,$7.00,$8.00,$8.00,26,0,Tienda
7501007716008,Servitoalla Petalo,$0.00,$15.00,$0.00,15,0,Tienda
7509546026954,Sh Caprice 800ml Manzan,$0.00,$31.00,$0.00,0,0,Tienda
7501035919129,ShPalmolive Optims 400ml,$40.00,$52.00,$0.00,1,0,Farmacia
7509546015682,Shamoo Palmolive,$0.00,$2.50,$0.00,32,0,Tienda
7501001168995,ShampPantene 21 400ml,$40.00,$52.00,$0.00,2,0,Farmacia
7501056338534,Shampo Sedal Sobre,$0.00,$2.50,$0.00,0,0,Detergentes
7509546026824,Shampoo Capri 220ml,$0.00,$13.00,$0.00,0,0,- Sin Departamento -
7509546036069,Shampoo Capri 220ml,$0.00,$13.00,$0.00,0,0,Tienda
7509546027630,Shampoo Capri 220ml,$0.00,$13.00,$0.00,0,0,Tienda
7509546027029,Shampoo Capri 220ml,$0.00,$13.00,$0.00,0,0,Tienda
7509546058160,Shampoo Capri 220ml,$0.00,$13.00,$0.00,0,0,Tienda
7509546027036,Shampoo Capri 220ml,$10.50,$13.00,$0.00,0,0,Tienda
7509546026992,Shampoo Capri 800ml,$0.00,$31.00,$0.00,0,0,Tienda
7509546026763,Shampoo Capri 800ml,$0.00,$37.00,$0.00,1,0,Tienda
7509546061115,Shampoo Caprice,$0.00,$31.00,$0.00,1,0,Detergentes
7509546045801,Shampoo Caprice 800ml,$0.00,$31.00,$0.00,1,0,Tienda
7509546026800,Shampoo Caprice 800ml,$0.00,$31.00,$0.00,1,0,Tienda
7509546026930,Shampoo Caprice 800ml,$0.00,$31.00,$0.00,1,0,Tienda
7509546026961,Shampoo Caprice 800ml,$0.00,$31.00,$0.00,1,0,Tienda
7509546026886,Shampoo Caprice 800ml,$0.00,$35.00,$0.00,1,0,Tienda
7509546026879,Shampoo Caprice 900ml,$0.00,$31.00,$0.00,0,0,Tienda
7501001133306,Shampoo Head Sh400 Ml,$44.50,$58.00,$0.00,1,0,Farmacia
7590002025628,Shampoo Head Sh400ml,$44.50,$58.00,$0.00,0,0,Farmacia
7501001133290,Shampoo Head Sh400ml,$44.50,$58.00,$0.00,2,0,Farmacia
7501001133276,Shampoo Head Shoulder 400,$0.00,$50.00,$0.00,0,0,Tienda
7501001133283,Shampoo HeadSh 400ml,$44.50,$58.00,$0.00,0,0,Farmacia
75002794,Shampoo Palm Optims,$22.00,$26.50,$0.00,0,0,Tienda
7501001303464,Shampoo Pantene 400ml,$40.00,$52.00,$0.00,1,0,Tienda
7501001165246,Shampoo Pantene 400ml,$38.00,$46.00,$0.00,1,0,Tienda
7501001164645,Shampoo Rizos 400mlPante,$40.00,$52.00,$0.00,0,0,Farmacia
7501020533453,Shot Lala,$0.00,$8.00,$0.00,0,0,Tienda
7501020533446,Shot Lala Chocolate,$0.00,$8.00,$0.00,0,0,lacteos y embutidos
7501055343324,Sidral 2l,$0.00,$16.00,$0.00,2,0,Refresco
7501055339983,Sidral 600ml,$0.00,$9.00,$0.00,8,0,Refresco
725181207016,Skwinkles Mas,$0.00,$5.00,$0.00,0,0,Tienda
7502226811970,Skwinklote,$5.00,$7.00,$7.00,46,0,Dulces
744607696012,Skyy,$16.00,$22.00,$0.00,17,0,vino
7501059284500,Snak,$6.00,$9.00,$9.00,0,0,Dulces
7506174500207,Snickers Chocolate,$8.00,$10.00,$10.00,7,0,Dulces
7506174502645,Sniker,$0.00,$5.00,$0.00,0,0,Dulces
7501059278516,Sobre Neskuik,$0.00,$3.00,$0.00,0,0,Tienda
7501055302345,Soda De Lata,$0.00,$7.00,$0.00,5,0,- Sin Departamento -
7501055303779,Soda Fanta 600ml,$0.00,$9.00,$0.00,14,0,- Sin Departamento -
7501055303885,Soda Fresca 2L,$0.00,$15.00,$0.00,0,0,Tienda
7501055303786,Soda Fresca 600ml,$0.00,$9.00,$0.00,2,0,Tienda
7501055303892,Soda Manzana Lift 2L,$0.00,$16.00,$0.00,0,0,Tienda
7501055303793,Soda Manzana Lift 600ml,$0.00,$9.00,$0.00,0,0,Tienda
7501055309658,Soda Mini Lata De237 Ml,$6.00,$6.50,$0.00,26,0,Refresco
7501055305650,Soda Sprite 2L,$0.00,$17.00,$0.00,0,0,Refresco
7501055305629,Soda Sprite 600ml,$0.00,$10.00,$0.00,8,0,Refresco
7506306413047,Solero,$0.00,$10.00,$0.00,0,0,Tienda
7506306413443,Solero Uva,$0.00,$10.00,$0.00,6,0,Holanda
7501018310554,Sopa Caracol #1,$0.00,$4.50,$0.00,4,0,Tienda
7501018310547,Sopa Codo #4,$0.00,$4.50,$0.00,31,0,Tienda
7501005134712,Sopa Knor Coditos 95g,$0.00,$7.00,$0.00,0,0,Tienda
7501005129923,Sopa Knor Fideo 82g,$6.00,$7.50,$7.50,0,0,Tienda
7501005129947,Sopa Knorr Estrellas 82g,$6.00,$7.50,$7.50,17,0,Tienda
7501005129954,Sopa Knorr Letras 82g,$6.00,$7.50,$7.50,1,0,Tienda
7501005134002,Sopa Knorr Municione,$6.00,$7.50,$7.50,0,0,Tienda
7501018310523,Sopa La  Moderna 200g,$0.00,$4.50,$0.00,27,0,Tienda
41789001987,Sopa Maruchan CamChile,$7.00,$8.50,$7.00,30,0,Tienda
41789001864,Sopa Maruchan CamLimHab,$7.00,$8.50,$0.00,103,0,Tienda
41789001956,Sopa Maruchan Camaron,$7.00,$8.50,$7.00,27,0,Tienda
41789001918,Sopa Maruchan Pollo,$7.00,$8.50,$7.00,57,0,Tienda
41789001925,Sopa Maruchan Res,$6.50,$7.00,$7.00,10,0,Tienda
7501018310745,Sopa Moderna 200g Al,$3.00,$4.00,$4.50,13,0,Tienda
7501018310257,Sopa Moderna 200g Al,$0.00,$4.50,$0.00,51,0,Tienda
7501018310561,Sopa Moderna 200g Ca,$0.00,$4.50,$0.00,0,0,Tienda
7501018310516,Sopa Moderna 200g Co,$0.00,$4.50,$0.00,46,0,Tienda
7501018310318,Sopa Moderna 200g Es,$0.00,$4.50,$0.00,0,0,Tienda
7501018310028,Sopa Moderna 200g Fi,$0.00,$4.50,$0.00,0,0,Tienda
7501018310035,Sopa Moderna 200g Fi,$0.00,$4.50,$0.00,1,0,Tienda
7501018310011,Sopa Moderna 200g Fi,$4.00,$4.50,$0.00,104,0,Tienda
7501018310233,Sopa Moderna 200g Le,$0.00,$4.50,$0.00,0,0,Tienda
7501018310097,Sopa Moderna 200g Ma,$0.00,$4.50,$0.00,17,0,Tienda
7501018310752,Sopa Moderna 200g Mo,$0.00,$4.50,$0.00,16,0,Tienda
7501018310264,Sopa Moderna 200g Mu,$0.00,$4.50,$0.00,14,0,Tienda
7501018310103,Sopa Moderna 200g Sp,$0.00,$4.50,$0.00,88,0,Tienda
7501018310059,Sopa Moderna 200g Ta,$0.00,$4.50,$0.00,0,0,Tienda
7501018310042,Sopa Tallarin #1,$3.00,$4.00,$4.50,33,0,Tienda
7501018310592,Sopa Tornillo La Moderna,$0.00,$4.50,$0.00,7,0,Tienda
7501011390270,Splash Zanahoria,$0.00,$12.00,$0.00,0,0,Refresco
7501011390256,Splash Zarzabroso,$0.00,$15.00,$0.00,0,0,Refresco
7501000138944,Sponch 120g,$9.50,$12.00,$0.00,2,0,Marinela
7509546059013,Spray,$0.00,$34.00,$0.00,1,0,Tienda
7509546059006,Spray Caprice Granada,$26.50,$33.00,$0.00,0,0,Farmacia
7509546064437,Spray Caprice Sabila,$26.50,$34.00,$0.00,0,0,Farmacia
7501055304806,Sprite 3l,$19.00,$23.00,$0.00,3,0,Refresco
7501055349807,Sprite Lata 235ml,$0.00,$5.00,$0.00,0,0,Refresco
7501071120077,Squirt Toronja 2L,$0.00,$16.00,$0.00,1,0,Refresco
7501071120305,Squirt Toronja 3l,$22.00,$24.00,$0.00,4,0,Refresco
7509546060545,Stefano,$35.50,$46.00,$0.00,0,0,- Sin Departamento -
7501035916265,Stefano Black,$28.00,$34.00,$0.00,0,0,Tienda
7509546025384,Stefano Midnight,$29.00,$35.00,$0.00,0,0,Tienda
7501035916586,Stefanospazio,$29.00,$35.00,$0.00,0,0,Tienda
7501064194368,Straw Ber,$0.00,$12.00,$0.00,0,0,- Sin Departamento -
7501030496663,Suavi Cremas Cho,$5.50,$7.00,$0.00,0,0,Marinela
7501030475682,Suavi Cremas Chocolate,$0.00,$8.00,$0.00,0,0,- Sin Departamento -
7501030460923,Suavi Cremas Minis Fresa,$0.00,$10.00,$0.00,2,0,Marinela
7501030490586,Suavicremas 237g,$0.00,$15.00,$0.00,0,0,Tienda
7501030461227,Suavicremas Choc 50g,$0.00,$5.00,$0.00,0,0,Marinela
7501030490623,Suavicremas Chocolate 237g,$0.00,$15.00,$0.00,0,0,Tienda
7501030490609,Suavicremas Fresa,$0.00,$15.00,$0.00,0,0,Marinela
7501030461234,Suavicremas Fresa 50g,$0.00,$5.00,$0.00,1,0,Marinela
7501030496656,Suavicremas Fresa 80g,$5.50,$7.00,$0.00,0,0,Marinela
7501030461241,Suavicremas Vain 50g,$0.00,$5.00,$0.00,2,0,Marinela
7501030475699,Suavicremas Vainilla,$0.00,$8.00,$0.00,0,0,Marinela
7509546044453,Suavitel,$14.00,$19.00,$19.00,0,0,Detergentes
7509546040608,Suavitel,$15.00,$20.00,$20.00,0,0,Detergentes
7509546017808,Suavitel 450 MlPrimavera,$8.00,$10.00,$10.00,9,0,Detergentes
7509546032856,Suavitel 750ml M Ma,$0.00,$20.00,$0.00,8,0,Tienda
7509546032863,Suavitel 750ml M Ma,$15.00,$20.00,$20.00,10,0,Detergentes
7509546032870,Suavitel 750ml M Ma,$16.00,$19.00,$0.00,13,0,Detergentes
7509546067520,Suavitel 850ml,$15.50,$18.50,$0.00,8,0,Detergentes
7509546016313,Suavitel 850ml Fresc,$16.00,$19.00,$19.00,0,0,Detergentes
7501035903029,Suavitel Azul 1L,$18.00,$21.50,$20.00,10,0,Detergentes
7509546043579,Suavitel Baby 850 Ml,$0.00,$20.00,$0.00,9,0,Tienda
7509546044347,Suavitel Complete,$0.00,$19.00,$0.00,0,0,Detergentes
7509546067551,Suavitel Complete,$0.00,$18.50,$0.00,0,0,Tienda
7509546067544,Suavitel Complete,$0.00,$18.50,$0.00,0,0,Tienda
D,Suavitel Complete Adios Al Planchado,$16.00,$19.00,$19.00,0,0,Detergentes
7509546017815,Suavitel Fresco Aroma Sol,$8.00,$10.50,$10.50,15,0,Detergentes
7509546044415,Suavitel Momentos,$0.00,$20.00,$0.00,0,0,Detergentes
7501000156214,Submarinos Chocolate,$10.00,$12.00,$0.00,0,0,Marinela
7501000153374,Submarinos Fresa 105g,$8.00,$12.00,$0.00,0,0,Marinela
7501000153282,Submarinos Vainilla 105g,$8.00,$12.00,$0.00,0,0,Marinela
7501000677368,Surtido Rico,$31.00,$38.00,$0.00,9,0,- Sin Departamento -
7501000633982,Surtido Rico 522g,$33.00,$40.00,$40.00,2,0,Gamesa
7501030496649,Suvicremas Vainilla 80g,$7.00,$8.00,$0.00,0,0,Marinela
633148211146,TAJIN Sobre,$0.00,$1.50,$0.00,0,0,Sabritas
7501028669048,TOALLITAS HUMEDAS,$0.00,$20.00,$0.00,0,0,Tienda
75045654,TRIDENT FRESA 4P,$1.00,$1.50,$1.50,26,0,Dulces
75045661,TRIDENT MANGO 4P,$1.00,$1.50,$1.50,23,0,Dulces
633148100013,Tajin,$0.00,$15.00,$0.00,1,0,Tienda
7501030424536,Takis Fuego 62 G,$9.00,$10.00,$0.00,6,0,Barcel
757528016951,Takis Fuego Azul,$5.50,$7.00,$0.00,4,0,Barcel
7501000148288,Takis Huakamole 62g,$0.00,$9.00,$0.00,6,0,Barcel
757528022334,Takis Limon,$0.00,$9.00,$0.00,0,0,Barcel
7501000166923,Takis Salsa Brava 62g,$5.50,$9.00,$0.00,5,0,Barcel
TAMARINDO,Tamarindo,$22.50,$29.00,$0.00,0,0,- Sin Departamento -
7622210254559,Tang Coco,$0.00,$4.00,$0.00,N/A,0,Tienda
7622210254511,Tang Fresa,$0.00,$4.00,$0.00,N/A,0,Tienda
7622210255600,Tang Frutas,$0.00,$4.00,$0.00,N/A,0,Tienda
7622300716882,Tang Guayaba,$0.00,$4.00,$0.00,N/A,0,Tienda
7622210253583,Tang Horchata,$0.00,$4.00,$0.00,3,0,Tienda
7622210253408,Tang Jamaica,$2.50,$4.00,$4.00,3,0,Tienda
7622210253507,Tang Limon,$2.50,$4.00,$4.00,N/A,0,Nestle
7622300716226,Tang Manzana,$0.00,$4.00,$0.00,0,0,Tienda
7622300717940,Tang Manzana Verde,$0.00,$4.00,$0.00,8,0,Tienda
7622210253323,Tang Naranja,$2.50,$4.00,$4.00,20,0,Tienda
7622210254610,Tang Piña,$0.00,$4.00,$0.00,12,0,Tienda
7622210255648,Tang Tamarindo,$0.00,$4.00,$0.00,0,0,Tienda
7622210254436,Tang Uva,$0.00,$4.00,$0.00,N/A,0,Tienda
7501000164370,Taquis,$0.00,$8.00,$0.00,7,0,Tienda
TE LIMON,Te De Limon,$0.00,$1.00,$0.00,26,0,Tienda
TE MANZANILLA,Te De Manzanillas,$0.00,$1.00,$0.00,71,0,Tienda
7501030472292,Tejitas,$11.00,$14.50,$0.00,2,0,- Sin Departamento -
752216085172,Tenedor,$5.50,$7.00,$7.00,N/A,0,Tienda
7501431268036,Tenedor Chico Bolsa C50p,$5.50,$7.00,$7.00,0,0,Tienda
7501431228030,Tenedor Mediano 25 Pzas,$0.00,$8.00,$0.00,36,0,Tienda
7501048840205,Teq Azul 700Ml,$142.00,$185.00,$0.00,0,0,vino
7501048840212,Teq Azul 950Ml,$142.00,$185.00,$0.00,0,0,vino
749787500012,Teq Cabrito 1L,$0.00,$190.00,$0.00,1,0,vino
7501048810017,Teq Centenario 1L,$181.50,$236.00,$0.00,1,0,vino
744607049108,Teq Jimador Rep 750Ml,$129.00,$168.00,$0.00,1,0,vino
744607049801,Teq Jimador Rep 950Ml,$129.00,$168.00,$0.00,0,0,vino
7501035012028,Teq Tradicional 750Ml,$201.00,$260.00,$240.00,1,0,vino
7501005616522,Tequila 100 Aos 200,$35.00,$45.50,$0.00,4,0,vino
7501005616911,Tequila 100 Años,$226.00,$294.00,$0.00,1,0,vino
CABRITO 375ML,Tequila Cabrito 375ml,$0.00,$75.00,$0.00,1,0,vino
749787500135,Tequila Cabrito 950ml,$124.00,$161.00,$150.00,0,0,vino
698450501002,Tequila Casco Viejo,$77.00,$100.00,$0.00,3,0,vino
7501048810208,Tequila Gran Centena,$175.00,$227.50,$210.00,5,0,vino
7503001506876,Tequila Rancho Escon,$45.00,$58.00,$0.00,9,0,vino
78603752,Tic Tac Naranja,$0.00,$6.00,$0.00,0,0,Dulces
703885005459,Tiliko,$1.00,$2.00,$2.00,0,0,Dulces
703885001857,Tiliko Sandia,$1.00,$1.50,$0.00,16,0,Dulces
56100024798,Toalla Always NoctC8 Fl,$19.00,$24.00,$24.00,1,0,Tienda
7501019006074,Toalla Saba Intima C10,$13.50,$17.00,$17.50,0,0,Tienda
7501019031137,Toallas Amore Saba C8,$7.00,$8.50,$0.00,4,0,- Sin Departamento -
7501001405335,Toallas Naturella C10 Nocturna,$13.00,$17.50,$17.50,15,0,Tienda
7501019006623,Toallas Saba Buenas Nc8,$16.50,$21.50,$21.50,12,0,Tienda
7501028610378,Toallitas,$0.00,$20.00,$0.00,0,0,Tienda
TOMATE,Tomate,$18.00,$20.00,$0.00,N/A,0,Verdura
994,Tomate 1k,$4.00,$6.00,$0.00,N/A,0,Verdura
1014,Tomate 250g,$1.00,$1.50,$0.00,N/A,0,Verdura
1007,Tomate 500g,$2.00,$3.00,$0.00,N/A,0,Verdura
8410113000019,Torres 5,$156.00,$203.00,$190.00,0,0,vino
7501000189403,Tortilla Harina,$8.00,$10.00,$0.00,4,0,Bimbo
7501030489634,Tortillas,$0.00,$15.00,$0.00,0,0,Bimbo
TORTILLAS,Tortillas,$0.00,$14.00,$0.00,N/A,0,Tienda
7501000111251,Tortillas Tia Rosa 260g,$10.00,$12.00,$0.00,5,0,Bimbo
7501030469940,Tortillinas Max,$0.00,$24.00,$0.00,0,0,Bimbo
7501030472179,Tortillinas Precocidas 12p,$12.00,$15.00,$0.00,0,0,Bimbo
7501030470861,Tortillinas Tia Rosa,$11.00,$14.00,$0.00,0,0,Bimbo
7501000106936,Tost Planas Milpa 175g,$0.00,$13.00,$0.00,0,0,Bimbo
7501000264841,Tostachos,$0.00,$8.00,$0.00,3,0,Tienda
757528022396,Tostachos Con Sal 170g,$0.00,$20.00,$0.00,0,0,Barcel
7501393200372,Tostada Cariocas 300g,$15.50,$18.50,$0.00,4,0,Cariocas
7501030499534,Tostada Milpa Real 15 Pzs,$0.00,$11.00,$0.00,0,0,Bimbo
7501393200020,Tostadas Botaneras Carioca,$12.50,$15.00,$0.00,5,0,Cariocas
7501393200389,Tostadas Cariocas Con Ajonjoli 300g,$0.00,$18.50,$0.00,0,0,Cariocas
7501393200310,Tostadas Con Ajonjoli 350g,$16.00,$18.50,$0.00,0,0,Cariocas
7501000157075,Tostadas Mipa Real 360g,$16.00,$21.00,$0.00,4,0,Bimbo
7501011136946,Tostitos Queso Picante,$7.00,$9.00,$0.00,3,0,Sabritas
7500366001435,Totis Queso,$0.00,$2.00,$0.00,0,0,Tienda
7501393200747,Totopos Chilaquiles,$0.00,$20.00,$0.00,0,0,Cariocas
7501000364695,Totopos Del Hogar 280g,$16.00,$19.00,$0.00,0,0,Tienda
7501030480778,Totopos Milpa Real 2,$16.00,$20.00,$0.00,0,0,Bimbo
7501030459132,Totopos Para Chilaquiles,$0.00,$20.00,$0.00,1,0,Tienda
75045685,Trident 4´s,$1.00,$1.50,$0.00,24,0,Dulces
7506105606145,Trident Fresa,$3.00,$6.00,$6.00,0,0,Dulces
7506105604455,Trident Frutas,$0.00,$7.00,$0.00,0,0,Dulces
75045494,Trident Menta,$1.00,$1.50,$1.50,0,0,Dulces
7506105604448,Trident Menta,$0.00,$7.00,$0.00,0,0,Dulces
75045623,Trident Menta 4´s,$0.00,$1.50,$0.00,24,0,Dulces
7506105606138,Trident Mora Azul,$0.00,$5.00,$0.00,0,0,Dulces
7506105602543,Trident Rosa,$0.00,$7.00,$0.00,6,0,Tienda
7506105604462,Trident Sandia,$0.00,$7.00,$0.00,0,0,Dulces
7506105602635,Trident Twist,$4.50,$7.00,$7.00,0,0,Dulces
7501056901899,Trident Xtra Care Fresh,$4.00,$7.00,$7.00,0,0,Dulces
7506105604431,Trient Rojo,$4.50,$7.00,$7.00,0,0,Dulces
7501000140855,Triki Trakes 69g,$8.50,$10.00,$0.00,3,0,Marinela
7501030475019,Tubo Trikitrakes,$0.00,$20.00,$0.00,1,0,Marinela
7501030457145,Tubos Triki Trakes,$0.00,$15.00,$0.00,0,0,Marinela
TUNA,Tuna,$7.00,$9.00,$0.00,0,0,Verdura
756774022112,Turin,$62.00,$80.50,$0.00,0,0,- Sin Departamento -
756774062057,Turin,$75.00,$97.50,$0.00,0,0,- Sin Departamento -
756774023249,Turin,$92.00,$110.00,$0.00,0,0,- Sin Departamento -
756774072742,Turin,$101.00,$131.50,$0.00,0,0,- Sin Departamento -
756774070670,Turin,$0.00,$80.00,$0.00,0,0,Tienda
756774070687,Turin,$0.00,$80.00,$0.00,0,0,Tienda
756774023522,Turin,$0.00,$110.00,$0.00,0,0,Tienda
756774061739,Turin 120g,$0.00,$55.00,$0.00,0,0,Tienda
756774021344,Turin 300g,$0.00,$110.00,$0.00,0,0,Dulces
756774054847,Turin Bayleys,$0.00,$45.00,$0.00,0,0,Dulces
756774073022,Turin Caja,$44.00,$57.00,$0.00,1,0,- Sin Departamento -
756774080372,Turin Cereza,$55.50,$72.00,$0.00,1,0,Tienda
756774092108,Turin Chocolate Media Luna,$42.00,$55.00,$55.00,0,0,Tienda
756774092115,Turin Cubo,$42.00,$55.00,$55.00,0,0,Tienda
756774052270,Turin Estuche Jose Cuervo 160g,$75.00,$97.50,$0.00,0,0,Dulces
756774054854,Turin Jose Cuervo 80g,$0.00,$50.00,$0.00,0,0,Dulces
756774054830,Turin Kahlua,$0.00,$45.00,$0.00,0,0,Dulces
756774080464,Turin Menta Bote,$0.00,$100.00,$0.00,0,0,Dulces
756774093860,Turin Muñeco De Nieve,$53.50,$69.50,$69.50,0,0,Tienda
756774093150,Turin Rojo 100g,$0.00,$47.00,$0.00,0,0,Dulces
756774074142,Turin Rosa 100g,$0.00,$46.00,$0.00,0,0,Dulces
756774093877,Turin Santa Claus,$53.50,$69.50,$69.50,0,0,Tienda
TUTSIPOP,Tutsipop,$0.00,$3.00,$0.00,15,0,Tienda
VEL,VELITA,$0.50,$1.00,$0.50,0,0,Dulces
7501000646975,VUALA,$0.00,$10.00,$0.00,0,0,Bimbo
7501130932504,Vainilla,$0.00,$23.50,$0.00,0,0,- Sin Departamento -
735257006016,Vainilla 120ml,$0.00,$7.00,$0.00,0,0,Tienda
7503011960033,Vainilla Gard,$5.00,$7.00,$6.50,5,0,Tienda
